gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
AL353150.1,0.486263938056775,2.00111612314955,4.57001329965234,7.57591966689148e-06,1.66013089701746e-05,2.50632182951345
GDPD1,-0.349750418443646,2.36926687122843,-4.5698508303507,7.58135237893988e-06,1.66118415003931e-05,2.50563446579474
SLC31A1,0.380803295393953,4.41454056836319,4.56964357597596,7.58828807017712e-06,1.66256652638571e-05,2.50475765866103
SH3KBP1,0.347379671727553,4.80296284902283,4.5693569280296,7.59789069494976e-06,1.66453294164385e-05,2.50354502598611
LINC00525,0.208655271001912,0.325970767754781,4.56851173197948,7.62627260044962e-06,1.67061282516745e-05,2.49996989302928
ZSCAN21,0.295654859889008,2.73122048874846,4.5679372994124,7.64562036422359e-06,1.67471284708006e-05,2.49754039544398
DAZAP2,0.351905170900535,7.5893379260425,4.56774508457283,7.6521049867775e-06,1.67599485491917e-05,2.49672750246768
AL121917.1,-0.25072451983317,1.11061749421693,-4.56670835291166,7.68717180400674e-06,1.68353632160735e-05,2.49234357679642
SMARCE1,0.228539680253621,1.59351704071913,4.56658821518582,7.6912453670162e-06,1.68428939656131e-05,2.49183561682097
AC004980.2,0.274429690757986,0.725038781553207,4.56613757113847,7.70654405988756e-06,1.68750031147909e-05,2.48993032867765
PYCARD,0.509068771549373,3.68332394670599,4.56578060040592,7.71868345111475e-06,1.69001896181816e-05,2.48842119745578
ERO1B,-0.547944976777115,4.06360493109174,-4.56433024306231,7.76819469933923e-06,1.7007191531419e-05,2.4822906907678
CAMK1G,0.341897643180587,0.502502877277507,4.56421818696349,7.77203267256381e-06,1.70141898714556e-05,2.48181711039681
AC096589.2,0.257966335367177,0.621663753837169,4.56395809383856,7.7809480117801e-06,1.70323012840798e-05,2.4807179222876
MLF1,0.38145282995848,3.45768773898624,4.56337613236242,7.80093182381578e-06,1.70746363197077e-05,2.47825866855559
RBKS,0.335774750062334,3.65778118739511,4.56293910722387,7.81597114563701e-06,1.71061427895353e-05,2.47641206224444
COMMD10,0.311417276500683,5.11557445448925,4.56286385800427,7.81856350492343e-06,1.71104047134394e-05,2.47609411930949
ABCB10,0.373213635496853,3.52489207270685,4.56228362225828,7.83858059513476e-06,1.71527956497727e-05,2.47364265741444
TRBV6-4,0.25964760400796,0.325899325236439,4.56215531455888,7.8430136288909e-06,1.71610805510154e-05,2.47310060070541
RPL37P1,0.149909642740416,0.197856148111207,4.56198611659341,7.84886310797509e-06,1.71724631146608e-05,2.47238581623639
SCML1,0.340624385318495,2.16947740665889,4.56094155709832,7.88506841657395e-06,1.72502535932405e-05,2.46797352626562
ZNF727,0.536184419411962,2.55425457697701,4.56043156347137,7.9028035151135e-06,1.72876270857579e-05,2.46581959069653
SH3BP5L,0.313576792624109,4.3651379562436,4.56020200011127,7.91079912534921e-06,1.73036907395904e-05,2.46485010679882
CMYA5,0.508317270949328,3.05205112679269,4.55975361585737,7.92643862956234e-06,1.73364702414059e-05,2.4629566258531
PELP1,0.262568475321985,5.40369867828398,4.55947411728516,7.93620249100886e-06,1.73563943669306e-05,2.46177641198183
RPLP0P2,0.267357091411015,0.510040463806094,4.55835203278688,7.97551735992856e-06,1.74409376330969e-05,2.45703890419129
AGBL3,0.211671525532633,1.28659924814536,4.55806267900526,7.98568588230849e-06,1.74617347056397e-05,2.45581739600781
RNU6-1285P,0.354444575182614,0.577502018666157,4.55735589694945,8.01057618330383e-06,1.7514716768737e-05,2.45283398981399
GLI1,0.229800083765652,0.384158860705508,4.55722896641022,8.0150541105649e-06,1.75230631613653e-05,2.45229824345836
MOSPD3,0.304477253541103,4.92107919061677,4.55713307278861,8.01843869582597e-06,1.75290180357244e-05,2.45189350563245
RPL9P14,-0.168240639880517,0.217130083393979,-4.5570261797144,8.02221312876454e-06,1.75358241000089e-05,2.45144235099516
AC006111.2,-0.172242129576128,0.486016254921341,-4.55667169089019,8.03474248715389e-06,1.75617649319582e-05,2.44994625412755
AC241585.2,0.367654946118966,1.86332658658812,4.55396001711876,8.13121062995247e-06,1.7771153758764e-05,2.4385050864989
MTX3,0.336042412479741,3.72056632402539,4.55377905401222,8.13768789977701e-06,1.7783844886265e-05,2.43774176818878
FAHD1,0.258549684098223,4.83255669937769,4.55297863142812,8.16639722569515e-06,1.78451151502422e-05,2.43436582467043
AP001273.1,0.192800351873899,0.7378734161093,4.55293218453693,8.16806615525154e-06,1.78472918314829e-05,2.43416994104151
CCDC102B,0.271487392553476,1.87235223995241,4.55286179451723,8.17059603429955e-06,1.78497321747303e-05,2.43387308366993
AL161665.2,-0.197869762141491,0.585224290976565,-4.55285892548223,8.17069916591106e-06,1.78497321747303e-05,2.4338609841086
AC010343.1,0.385205378378172,2.82296608389713,4.55284494432647,8.17120175668211e-06,1.78497321747303e-05,2.43380202157046
C15orf61,-0.269162444131716,1.9416214572449,-4.55282449950563,8.17193675503283e-06,1.78498677835969e-05,2.43371580018267
AC008555.4,0.299500232107407,1.60228135118531,4.55202641693003,8.20067782046228e-06,1.79111716645189e-05,2.43035032552519
FTH1P12,0.395612513831092,1.48879480440573,4.55150273290741,8.21958984880396e-06,1.79509995331281e-05,2.42814224862996
DCBLD1,0.394988859332996,2.97556393886844,4.55142672225465,8.22233833686151e-06,1.79555237279648e-05,2.42782177300903
MYH3,-0.474104674531694,1.38761111382316,-4.55120359936362,8.23041139744716e-06,1.79716737511264e-05,2.42688107001728
LINC01152,-0.3093806194553,0.609239617001964,-4.55080814503901,8.24473850185437e-06,1.80014761297382e-05,2.42521390103209
AC006970.1,-0.358096397011243,0.61389167494445,-4.55062445294143,8.2514017237624e-06,1.80145417386437e-05,2.42443952792664
PTPN21,0.427830662925518,4.54446832727743,4.55000757009252,8.27381635557751e-06,1.80619910005801e-05,2.42183918881697
LINS1,0.281591032646089,2.98601700078101,4.54877598917687,8.31874145720235e-06,1.81585694448444e-05,2.41664861707485
MAP2K5,0.334496552921546,3.8330555458849,4.54872265262436,8.32069233446261e-06,1.81605720812494e-05,2.41642385397561
CBS,0.3261608815318,0.873618406149278,4.54871347233491,8.32102816389599e-06,1.81605720812494e-05,2.41638516796854
AL031666.1,-0.433089995031835,2.68467364297953,-4.54851794702911,8.32818388229673e-06,1.81746940075527e-05,2.4155612344093
MTCO2P12,-0.57464113027185,2.8770654635172,-4.54775527778756,8.35615217959467e-06,1.82342294106555e-05,2.41234767352662
AC010641.2,0.17589394555356,0.219747573679074,4.54746408920212,8.36685433002118e-06,1.82560811020928e-05,2.41112085072781
PRDM8,0.20558765562705,0.450944563908993,4.54602954444111,8.41977128104273e-06,1.83700323244727e-05,2.40507786625504
UPRT,0.268419896257041,3.92157740978881,4.54598635370662,8.42136946333144e-06,1.8372008091482e-05,2.40489595150638
NABP2,0.239448204268862,5.77929004198178,4.54561805188139,8.43500954903882e-06,1.84002519159378e-05,2.403344763396
APIP,0.30424058754199,3.69836113458522,4.54542123779761,8.44230727799261e-06,1.84146569242687e-05,2.40251587931634
DIABLO,0.142835544311898,0.543676471886712,4.54507066877682,8.45532116957314e-06,1.84415268330946e-05,2.40103953074093
STX1A,0.237958037955138,1.6028675509751,4.54502877711232,8.45687756942885e-06,1.84434049499852e-05,2.40086311918295
SCTR,-0.349259401766419,1.12123766999049,-4.54489081939221,8.46200505595131e-06,1.84530702165541e-05,2.40028217003978
PLEKHF1,0.441578712341991,2.61937441105708,4.54480262232889,8.46528464972635e-06,1.84587045309199e-05,2.39991077419808
ANGPT1,0.549088510512676,1.99006066909488,4.5444095810904,8.47991468714456e-06,1.84890857300014e-05,2.39825576098584
AL359258.3,-0.167277960646437,0.561114664140847,-4.54401864757941,8.49449037827896e-06,1.85193434514858e-05,2.39660974379343
AC018809.1,-0.466219073533554,1.56152593950616,-4.54385855599873,8.50046623248772e-06,1.85308487247674e-05,2.39593571639321
FABP3,0.699567443488778,3.69254244126064,4.54371899629045,8.50567897553289e-06,1.8540688676554e-05,2.39534815003025
SLC25A17,0.312858173258697,4.34122147729953,4.54365443482254,8.5080914727487e-06,1.85444235337824e-05,2.39507634219801
AC104695.3,0.439053430798053,0.96451668867554,4.54173126050589,8.58025797227284e-06,1.87001826450176e-05,2.38698116490585
RN7SL267P,0.27699743170124,0.622902778206557,4.54076157913804,8.61686773008712e-06,1.87784286401816e-05,2.38290061163984
PARP3,0.344758779177245,5.25848832821181,4.54035098816129,8.63241456217066e-06,1.88107638771165e-05,2.3811730115463
CHTOP,0.275145412025045,5.53146742035865,4.53987598879694,8.65043382661783e-06,1.88484809992496e-05,2.37917457302158
CLDN15,0.332444465422947,2.90269351317163,4.53978051082435,8.65406017789085e-06,1.88548336984585e-05,2.37877289531737
AP001324.1,0.658835387551398,5.57023548774228,4.53923774477359,8.67470276964503e-06,1.88982560502303e-05,2.37648960452987
KRT18P63,0.110716802185451,0.319972946409309,4.53914462028225,8.67824925328823e-06,1.89044296372443e-05,2.37609787476882
VPS26B,0.257501886776726,4.8672248293562,4.53904678454121,8.68197665785526e-06,1.8910996290546e-05,2.375686334425
AC007663.4,0.300245605358739,1.34451171836452,4.53884131861765,8.68980963156941e-06,1.89265038416134e-05,2.37482207857207
MSX2,-0.334777986765791,1.07114159657188,-4.53861434077761,8.69847060053381e-06,1.89438120812611e-05,2.37386737538854
GGA2,0.314294005669419,6.30226862612407,4.53780876855402,8.72927647427905e-06,1.90093414134083e-05,2.37047934469632
GGNBP1,-0.162934914130241,0.506673965450324,-4.53771157608734,8.73300029131735e-06,1.90158894867414e-05,2.37007061265914
AP000344.1,-0.242599149432928,0.327963608342728,-4.5374192465282,8.74420976554568e-06,1.90387349783194e-05,2.36884129834979
U2AF1,0.156377491239624,0.361460933061491,4.53673441707197,8.77052395332553e-06,1.90944614564932e-05,2.36596169399733
PRR14,0.241066035757133,5.05614162321653,4.53636515688919,8.78474413636714e-06,1.91238508790541e-05,2.36440916431322
AC018529.1,0.225394277765107,0.419383134157101,4.53574402234103,8.80871398685591e-06,1.91744581663663e-05,2.36179788847259
SFTPA2,0.902381194860336,1.10571504208692,4.53549566250528,8.8183158826373e-06,1.91937841226583e-05,2.36075385845728
TULP4,0.306028336329597,3.74161098223856,4.5353909397082,8.82236760889112e-06,1.92010275019237e-05,2.36031364992131
RN7SL738P,0.228729061966443,0.636382204138007,4.53531775272759,8.82520027617361e-06,1.92056167467209e-05,2.36000600921254
RPL23AP82,0.268211460764867,2.57698917252592,4.53437671126485,8.8617008116457e-06,1.92834680664244e-05,2.35605072789049
AGPAT2,0.364680975004212,7.4209937498952,4.53411759202974,8.87177681828022e-06,1.93038103421952e-05,2.35496174932766
MEIG1,-0.191464333667979,0.599345607672754,-4.53371333476136,8.887518597847e-06,1.93364762406898e-05,2.3532629172275
LINC02595,0.262107062313477,0.327798389889825,4.5333219843003,8.90278335789098e-06,1.93680990200456e-05,2.3516184469861
FTH1P1,0.188095263750254,0.476549976660933,4.53256525354392,8.93237140367548e-06,1.9430874516475e-05,2.34843897708387
PLEKHA3P1,0.183263978344612,0.442819704964351,4.53217356508497,8.94772345361699e-06,1.94626742378552e-05,2.34679344160672
RNU7-186P,0.648683547894253,2.37730287070595,4.53193116065538,8.9572370842008e-06,1.94817703259684e-05,2.34577512892903
AL137159.1,0.262368133912136,0.992813277407539,4.53183317343381,8.96108554074152e-06,1.94885426788316e-05,2.34536350922993
FAM8A1,0.392058232484477,5.44658692307813,4.53101727493738,8.99319178809986e-06,1.9556763844166e-05,2.34193641898645
ZNF101,0.259364921243266,2.51706157614319,4.53081415490422,9.00120189197342e-06,1.95725781938263e-05,2.34108331775161
AC005476.2,0.304462502140038,1.85885605747528,4.53034544760748,9.01971168984594e-06,1.96112190397421e-05,2.33911487812585
MTLN,-0.390910075414151,4.65246239923961,-4.52957958541662,9.05003522695284e-06,1.96755376141424e-05,2.33589884431512
CFAP43,-0.366488921961666,1.40234911753481,-4.52955087824592,9.05117376119202e-06,1.96764001958187e-05,2.33577830522177
AC011405.1,-0.178298661699095,0.418021316284443,-4.52902754479858,9.07195345308531e-06,1.97199571659871e-05,2.33358098437871
ZBED6CL,0.351249399206623,3.10977403708997,4.52866569943438,9.08634783410825e-06,1.97496282077643e-05,2.33206183024038
AL357033.4,0.439854506004234,3.01455748895971,4.52824228039186,9.10321951593496e-06,1.97846784825638e-05,2.33028429943595
AC005076.1,-0.364212509371215,2.10355306668804,-4.52754396238512,9.1311106952468e-06,1.98436705146745e-05,2.32735304065178
PRKG1,-0.471823639621961,1.89840627850893,-4.52735310108309,9.13874807241887e-06,1.98586410558682e-05,2.32655194851343
AC141586.2,0.187222835560311,0.440994296970549,4.52699916533288,9.1529271773763e-06,1.98878232558227e-05,2.3250664686953
RPS23P6,-0.288086934806339,0.37886930440252,-4.52650679347292,9.17268737158355e-06,1.99291264819908e-05,2.32300013261282
MACO1,0.299451840239541,5.39098456220419,4.52608618646488,9.18959991418096e-06,1.99642364720364e-05,2.32123512362382
B3GALT6,0.321194762712328,5.23841818311379,4.52594013277786,9.19547971684344e-06,1.99753742501834e-05,2.32062226574028
MTND3P25,-0.268742439006594,0.4023216944167,-4.52511452850116,9.2287847830281e-06,2.00460813261221e-05,2.31715825316147
SLAMF1,0.445678536583602,0.914704243713045,4.52434198379015,9.26005437680274e-06,2.01123558829992e-05,2.31391735190904
AL136418.1,0.14079837171952,0.275694519790113,4.52420173376624,9.26574205912141e-06,2.01230615572503e-05,2.31332903980139
AC025627.1,0.242254959046197,0.647928087573588,4.5240189447039,9.27315990344218e-06,2.01375226851173e-05,2.31256231089974
AC025171.2,0.29220598659943,0.910737700095102,4.52373926127991,9.28452090802785e-06,2.01605436809387e-05,2.31138919900257
TBX15,0.373059598379999,1.1664310093728,4.52368034066791,9.28691602400649e-06,2.01640938407789e-05,2.31114206863848
YWHAEP5,0.22250220669082,0.824721625033952,4.52312367021809,9.3095739355658e-06,2.02107992443809e-05,2.30880736455212
AC018695.4,0.276447366393712,0.822046548775028,4.52311442127565,9.30995083944394e-06,2.02107992443809e-05,2.30876857608669
RDM1,0.217353678303372,0.550939128855065,4.52297004626179,9.31583617041681e-06,2.02219206429195e-05,2.30816310100473
KIF26B,0.414254421740423,1.69231915271682,4.52233206100461,9.34188595709249e-06,2.02768076996838e-05,2.30548773709
SIRT7,0.262696845332577,3.29300120713947,4.52170818407705,9.3674273654406e-06,2.03305824165994e-05,2.30287184692741
AP000577.1,0.467232389818566,1.76465457947847,4.52134469985414,9.3823392664547e-06,2.03612804861309e-05,2.30134791443016
UBE2J2,0.243865910310291,4.96973588966347,4.52129276747954,9.38447164793364e-06,2.03642420593167e-05,2.30113019291858
CAPNS1,0.258508450877127,8.72796630744525,4.5209192756927,9.39982121935546e-06,2.03958820175561e-05,2.29956442713073
NDUFS8,-0.277169124846941,6.12889140946278,-4.52089365632126,9.40087499467324e-06,2.0396500090684e-05,2.29945702871529
PINLYP,0.528510558395153,2.25749043836732,4.5189488291379,9.48120181515247e-06,2.05690978448298e-05,2.2913056751377
AC040174.2,-0.210741660623075,0.319659272151934,-4.51870162719705,9.49145906769171e-06,2.05896666036629e-05,2.29026979189886
TNFRSF9,0.367556922351152,0.664100796096437,4.51851949769487,9.49902306355321e-06,2.0604390038745e-05,2.28950662128172
AC104031.1,-0.284591149798777,0.720710522756113,-4.51838803514854,9.50448641575865e-06,2.06145549194124e-05,2.2889557748601
AC100821.1,0.136016448086733,0.397178067773704,4.51799926354764,9.52066075233247e-06,2.06479476016982e-05,2.28732684753066
AC099521.3,0.178681723133042,0.394978676478722,4.51780846050845,9.52860853647999e-06,2.06634949344889e-05,2.28652743911503
AL031432.2,0.447150850330072,1.25098020669466,4.51706995666514,9.55943059436812e-06,2.07286402310315e-05,2.28343359731036
DEFB131B,0.338195579796874,0.923438069793666,4.51679821398693,9.57079608763549e-06,2.07515887706898e-05,2.28229528406771
DCPS,0.235133812942289,3.14903332161492,4.51481486263883,9.65414278838955e-06,2.09305918761603e-05,2.27398891660479
AL161430.1,0.1723977049625,0.35268476598525,4.51479024220524,9.65518178612078e-06,2.09311337086172e-05,2.2738858246353
EIF4EBP1,0.449594539443199,4.89865367335874,4.5147461147646,9.65704426062568e-06,2.0933460493369e-05,2.27370105310345
SLX4,0.262900905184988,1.89678932112484,4.51470614133277,9.65873170601688e-06,2.09354075203304e-05,2.27353367667149
HTRA4,0.380345760678277,0.74239201741321,4.5143168912151,9.67517839603664e-06,2.09693424408259e-05,2.27190387778376
INSYN2B,-0.484525671758704,0.552483828841671,-4.51379013787112,9.69747775413287e-06,2.1015955466187e-05,2.26969854065246
LSM14B,0.30448639102284,5.58774390302481,4.51328915883057,9.71873180284602e-06,2.10602957113221e-05,2.26760131539324
CCDC18-AS1,0.444976900311421,3.28569030290181,4.51297280406941,9.73217620841405e-06,2.10877067557908e-05,2.26627707643495
AC092376.2,0.186342031592807,0.671936622424049,4.51253034794852,9.75100962968756e-06,2.11267893030378e-05,2.26442511877754
ZNF582,0.267860276574255,2.47906412519933,4.51244423415953,9.7546791853962e-06,2.11330137268719e-05,2.2640646963142
TYW3,0.32690903190968,4.25944478510046,4.51215995721662,9.7668024635519e-06,2.11575501958495e-05,2.26287491926806
AL022334.2,0.138889539319313,0.1558353592137,4.5115671621649,9.79212939181615e-06,2.12106830187257e-05,2.26039411490474
RIMS4,-0.766667172511748,2.41556968796382,-4.51139699405128,9.79941140414261e-06,2.12247233531711e-05,2.25968202503087
ATP5MFP4,0.264752014351416,0.502717382149311,4.51061225569658,9.83306012231972e-06,2.12958648599488e-05,2.25639848513007
DMRT3,-0.926788219873595,3.41747808349462,-4.51050494356245,9.83767016748689e-06,2.1304109630399e-05,2.25594950241735
NOS2,0.347621822312857,1.07243141363739,4.51023778381716,9.84915616207385e-06,2.13272421514425e-05,2.254831773647
DPRXP7,0.146832408420143,0.171525170251091,4.50974867585993,9.8702177660366e-06,2.13711041108389e-05,2.25278561606748
MLEC,-0.429495937208714,7.12652154895583,-4.50854785587982,9.92211026567671e-06,2.14817088562962e-05,2.24776285136053
SPRY4,0.48306332012307,4.85437682113017,4.50809501818794,9.94174726844157e-06,2.15224669911598e-05,2.2458690276436
AP001347.1,0.12968590126147,0.435396025355156,4.50540639561833,1.00591087347374e-05,2.17747607554793e-05,2.23462821529927
SYNM,-0.444483276636513,2.71531191116295,-4.50525183715938,1.00658956874123e-05,2.17876743373561e-05,2.23398219862847
GTF2A2,0.259878790961209,5.05138373824264,4.50473122748827,1.00887890162132e-05,2.18354452875385e-05,2.23180631628873
SIGLEC10,0.447513403923564,1.3703104758852,4.50430881929406,1.01074007731549e-05,2.18739424743989e-05,2.23004102361825
AL137186.3,0.185406243638331,0.156576324613214,4.50422550509464,1.01110755781431e-05,2.18801101962657e-05,2.22969286062824
AC010320.3,0.220372093288179,0.644465214473155,4.50249392600893,1.01877428773329e-05,2.20442179267585e-05,2.22245798232821
AC115989.1,0.238881372802416,0.592273665254815,4.50215060337167,1.02030100045966e-05,2.20754521518702e-05,2.22102379481199
